Churn,Genero,Tercera_Edad,Con_Pareja,Tiene_Dependientes,Meses_Contrato,Tiene_Servicio_Telefonico,Servicio_Internet,Tiene_Soporte_Tecnico,Tiene_Streaming_TV,Duración_Contrato,Forma de pago,Cargos_Mensuales,Total_Facturado,Cargos_Diarios
0,Male,0,0,0,20,1,No,False,0,Month-to-month,Mailed check,19.4,415.4,0.6466666666666666
0,Female,0,1,1,31,1,DSL,1,1,Two year,Bank transfer (automatic),80.55,2471.6,2.685
1,Female,0,1,1,20,1,Fiber optic,0,1,Month-to-month,Bank transfer (automatic),105.85,2239.65,3.5283333333333333
0,Male,0,1,1,64,1,Fiber optic,0,0,Month-to-month,Electronic check,81.05,5135.35,2.7016666666666667
0,Male,0,1,0,72,1,DSL,1,0,Two year,Credit card (automatic),79.55,5810.9,2.6516666666666664
0,Male,0,1,1,9,1,Fiber optic,0,1,One year,Electronic check,90.35,767.9,3.0116666666666663
0,Male,0,0,0,61,1,Fiber optic,0,1,One year,Electronic check,104.0,6363.45,3.466666666666667
0,Male,0,0,1,52,1,DSL,1,1,Two year,Mailed check,85.15,4461.85,2.8383333333333334
0,Female,0,1,1,69,0,DSL,1,0,Two year,Bank transfer (automatic),46.25,3121.4,1.5416666666666667
0,Female,0,0,0,1,1,Fiber optic,0,0,Month-to-month,Mailed check,79.15,79.15,2.6383333333333336
0,Male,0,1,1,68,1,DSL,1,1,Two year,Bank transfer (automatic),72.95,4953.25,2.4316666666666666
0,Male,0,1,0,14,1,DSL,1,1,Month-to-month,Credit card (automatic),66.6,979.5,2.2199999999999998
0,Male,0,0,0,7,0,DSL,1,0,One year,Credit card (automatic),35.5,249.55,1.1833333333333333
1,Female,1,0,0,2,1,Fiber optic,0,0,Month-to-month,Bank transfer (automatic),70.2,115.95,2.3400000000000003
0,Female,0,0,0,1,1,Fiber optic,0,0,Month-to-month,Electronic check,70.1,70.1,2.3366666666666664
0,Male,0,1,1,51,1,No,False,0,Two year,Mailed check,24.95,1222.25,0.8316666666666667
1,Female,1,1,0,4,1,Fiber optic,0,1,Month-to-month,Electronic check,99.6,347.65,3.32
0,Male,0,1,1,15,1,No,False,0,Two year,Mailed check,19.35,278.85,645
0,Female,0,1,0,72,1,Fiber optic,1,1,One year,Credit card (automatic),109.15,7789.6,3.6383333333333336
0,Male,0,1,0,50,1,Fiber optic,0,0,Month-to-month,Credit card (automatic),94.4,4914.9,3.146666666666667
0,Female,1,1,0,57,1,Fiber optic,0,0,Month-to-month,Credit card (automatic),94.0,5438.95,3.1333333333333333
0,Female,0,1,0,44,1,Fiber optic,1,0,Month-to-month,Credit card (automatic),95.1,4060.55,3.17
0,Female,0,1,1,62,1,Fiber optic,1,1,One year,Electronic check,110.8,6840.95,3.6933333333333334
1,Female,1,0,0,14,1,Fiber optic,0,0,Month-to-month,Electronic check,74.3,1096.25,2.4766666666666666
0,Female,0,0,0,7,1,DSL,1,1,Month-to-month,Electronic check,78.5,571.05,2.6166666666666667
0,Female,0,1,0,72,1,Fiber optic,0,1,Two year,Electronic check,110.75,7751.7,3.691666666666667
0,Male,0,0,0,1,1,DSL,1,0,Month-to-month,Mailed check,49.05,49.05,1.635
0,Male,1,1,0,72,0,DSL,1,1,Two year,Bank transfer (automatic),63.1,4685.55,2.1033333333333335
0,Female,0,0,0,1,1,DSL,0,0,Month-to-month,Mailed check,45.4,45.4,1.5133333333333332
1,Female,0,0,0,3,1,Fiber optic,0,0,Month-to-month,Credit card (automatic),75.1,270.7,2.503333333333333
0,Female,0,0,0,32,1,No,False,0,One year,Bank transfer (automatic),19.75,624.15,0.6583333333333333
0,Female,1,1,0,71,1,Fiber optic,0,1,Two year,Electronic check,99.2,7213.75,3.3066666666666666
0,Male,1,1,0,60,1,Fiber optic,1,1,Month-to-month,Electronic check,99.0,6017.9,3.3
0,Female,1,0,0,4,1,DSL,0,0,Month-to-month,Mailed check,48.75,179.85,1.625
0,Male,0,1,0,52,1,Fiber optic,1,0,Month-to-month,Credit card (automatic),95.65,5088.4,3.1883333333333335
0,Female,0,0,0,29,1,DSL,1,0,One year,Credit card (automatic),58.0,1734.5,1.9333333333333333
0,Male,0,1,0,49,1,Fiber optic,1,1,One year,Credit card (automatic),99.25,4920.8,3.308333333333333
0,Male,0,1,1,40,0,DSL,1,1,One year,Mailed check,60.3,2448.5,2.01
0,Female,0,1,0,57,1,Fiber optic,0,1,One year,Credit card (automatic),100.75,5985.0,3.3583333333333334
0,Female,0,1,1,62,1,DSL,0,1,Month-to-month,Credit card (automatic),70.45,4300.45,2.3483333333333336
0,Male,0,1,1,23,1,Fiber optic,1,0,One year,Mailed check,86.8,1940.8,2.893333333333333
0,Female,0,1,0,65,1,DSL,0,0,Two year,Bank transfer (automatic),71.0,4386.2,2.3666666666666667
0,Female,0,0,0,38,1,No,False,0,Two year,Mailed check,20.05,741.5,0.6683333333333333
1,Female,1,1,0,48,1,Fiber optic,1,1,Month-to-month,Electronic check,117.45,5438.9,3.915
0,Male,0,1,0,72,1,DSL,0,1,Two year,Bank transfer (automatic),82.15,5784.3,2.7383333333333337
0,Female,0,1,0,2,1,No,False,0,Month-to-month,Bank transfer (automatic),19.85,52.0,0.6616666666666667
0,Male,0,1,0,28,1,Fiber optic,1,0,Month-to-month,Bank transfer (automatic),76.55,2065.4,2.5516666666666667
0,Male,1,0,0,65,1,Fiber optic,1,1,Two year,Electronic check,109.05,7108.2,3.635
0,Female,0,0,0,2,1,No,False,0,Month-to-month,Mailed check,19.4,61.05,0.6466666666666666
1,Male,0,0,0,10,0,DSL,0,0,Month-to-month,Mailed check,33.9,298.45,1.13
1,Female,0,1,1,16,1,Fiber optic,0,1,Month-to-month,Credit card (automatic),89.45,1430.25,2.981666666666667
0,Female,0,1,1,72,0,DSL,1,0,Two year,Credit card (automatic),55.65,3880.05,1.855
0,Female,0,1,1,12,0,DSL,1,0,One year,Credit card (automatic),33.15,444.75,1.105
1,Female,0,1,1,1,1,No,False,0,Month-to-month,Electronic check,19.9,19.9,0.6633333333333333
0,Female,0,0,0,26,0,DSL,1,1,Month-to-month,Credit card (automatic),44.45,1183.8,1.4816666666666667
0,Female,0,0,0,20,1,No,False,0,One year,Mailed check,19.5,403.15,0.65
0,Female,0,0,0,7,1,No,False,0,Month-to-month,Mailed check,19.3,144.95,0.6433333333333333
1,Female,0,1,1,38,1,DSL,1,1,One year,Credit card (automatic),80.3,3058.65,2.6766666666666667
0,Male,1,1,0,23,1,Fiber optic,0,0,Month-to-month,Electronic check,90.0,2024.1,3.0
0,Male,0,1,0,67,1,Fiber optic,1,1,Two year,Electronic check,111.05,7321.05,3.7016666666666667
0,Female,0,0,0,48,1,No,False,0,One year,Bank transfer (automatic),24.55,1203.95,0.8183333333333334
0,Male,0,0,0,64,1,Fiber optic,0,1,Two year,Bank transfer (automatic),104.4,6692.65,3.48
0,Female,0,0,0,3,1,Fiber optic,0,0,Month-to-month,Electronic check,74.55,233.65,2.485
0,Female,0,0,0,32,1,Fiber optic,0,1,One year,Credit card (automatic),104.05,3416.85,3.4683333333333333
1,Female,0,1,1,57,1,DSL,0,1,One year,Bank transfer (automatic),70.1,3913.3,2.3366666666666664
0,Male,0,1,1,51,1,Fiber optic,1,0,One year,Bank transfer (automatic),84.2,4299.75,2.8066666666666666
1,Male,0,0,0,16,1,No,False,0,Month-to-month,Mailed check,19.7,342.4,0.6566666666666666
0,Female,0,0,0,48,1,No,False,0,One year,Credit card (automatic),25.05,1171.5,0.8350000000000001
0,Male,0,0,0,18,1,No,False,0,Two year,Credit card (automatic),20.05,388.6,0.6683333333333333
0,Male,0,0,1,23,0,DSL,1,0,Two year,Mailed check,40.1,857.75,1.3366666666666667
0,Female,0,0,0,55,1,DSL,0,0,Month-to-month,Credit card (automatic),50.55,2832.75,1.6849999999999998
0,Female,0,0,0,2,1,No,False,0,Month-to-month,Mailed check,20.3,41.2,0.6766666666666666
1,Male,0,1,0,9,1,Fiber optic,1,1,Month-to-month,Mailed check,94.85,890.6,3.1616666666666666
0,Male,0,0,0,27,1,No,False,0,Two year,Credit card (automatic),20.35,531.6,0.6783333333333333
0,Female,0,0,0,35,0,DSL,0,0,Month-to-month,Electronic check,24.15,812.5,0.8049999999999999
0,Female,0,1,1,58,1,No,False,0,Two year,Credit card (automatic),20.5,1191.4,0.6833333333333333
0,Male,0,1,0,42,1,Fiber optic,0,0,Month-to-month,Electronic check,94.4,4014.6,3.146666666666667
0,Female,0,1,0,44,1,DSL,0,0,One year,Mailed check,61.5,2722.2,2.05
0,Female,0,1,1,43,1,DSL,0,1,Two year,Bank transfer (automatic),75.2,3254.35,2.506666666666667
0,Female,0,1,1,7,1,No,False,0,One year,Mailed check,20.65,134.05,0.6883333333333332
0,Male,1,0,0,1,1,Fiber optic,0,0,Month-to-month,Electronic check,73.65,73.65,2.455
1,Female,1,0,0,28,1,Fiber optic,1,1,Month-to-month,Electronic check,103.3,2890.65,3.4433333333333334
0,Female,0,1,1,41,1,Fiber optic,0,1,Month-to-month,Bank transfer (automatic),94.9,3848.0,3.1633333333333336
1,Male,0,0,0,24,1,Fiber optic,0,0,Month-to-month,Electronic check,80.25,1861.5,2.675
1,Female,0,1,0,39,1,Fiber optic,1,1,One year,Credit card (automatic),104.7,4134.85,3.49
0,Male,0,1,0,65,1,Fiber optic,0,1,Month-to-month,Electronic check,104.25,6812.95,3.475
0,Male,0,0,0,40,0,DSL,1,0,One year,Credit card (automatic),36.0,1382.9,1.2
0,Female,0,1,0,46,1,DSL,1,0,One year,Mailed check,70.6,3231.05,2.353333333333333
1,Male,0,0,0,36,1,Fiber optic,0,0,Month-to-month,Electronic check,84.75,3050.15,2.825
0,Male,0,0,0,62,1,DSL,1,1,Month-to-month,Bank transfer (automatic),80.4,4981.15,2.68
0,Male,0,0,0,30,1,DSL,1,1,One year,Electronic check,70.4,2044.75,2.3466666666666667
0,Female,0,0,0,70,1,Fiber optic,1,1,Two year,Bank transfer (automatic),113.65,7939.25,3.7883333333333336
0,Male,0,0,0,1,1,No,False,0,Month-to-month,Mailed check,19.9,19.9,0.6633333333333333
1,Male,0,0,0,5,1,Fiber optic,0,1,Month-to-month,Mailed check,104.1,541.9,3.4699999999999998
0,Male,0,1,0,24,1,Fiber optic,0,1,Month-to-month,Electronic check,93.0,2248.05,3.1
0,Male,0,0,0,11,1,No,False,0,Month-to-month,Mailed check,20.25,208.0,675
0,Male,0,0,0,58,1,Fiber optic,0,1,One year,Bank transfer (automatic),99.15,5720.95,3.305
1,Male,0,0,0,2,1,DSL,0,0,Month-to-month,Electronic check,44.35,81.25,1.4783333333333333
0,Male,0,0,0,8,1,DSL,0,1,Month-to-month,Electronic check,66.25,546.45,2.2083333333333335
0,Male,1,0,0,35,1,Fiber optic,0,0,Month-to-month,Credit card (automatic),91.0,3180.5,3.033333333333333
0,Male,1,1,0,65,1,Fiber optic,0,1,Month-to-month,Electronic check,104.35,6578.55,3.478333333333333
0,Female,0,1,1,68,1,DSL,1,1,Two year,Credit card (automatic),85.0,5607.75,2.8333333333333335
1,Male,0,0,0,6,1,Fiber optic,0,1,Month-to-month,Electronic check,84.85,523.5,2.828333333333333
0,Male,0,0,0,46,1,Fiber optic,0,1,One year,Credit card (automatic),94.9,4422.95,3.1633333333333336
0,Female,0,1,0,72,1,Fiber optic,1,1,Two year,Electronic check,115.15,8349.7,3.8383333333333334
1,Female,0,0,1,62,1,Fiber optic,0,1,One year,Electronic check,100.15,6413.65,3.3383333333333334
0,Female,1,0,0,38,1,No,False,0,Two year,Mailed check,20.2,735.9,0.6733333333333333
1,Male,0,0,0,1,1,DSL,0,1,Month-to-month,Mailed check,53.5,53.5,1.7833333333333334
0,Female,0,0,0,58,1,Fiber optic,1,1,Month-to-month,Electronic check,95.3,5817.7,3.1766666666666667
0,Male,0,0,0,17,1,No,False,0,One year,Mailed check,20.1,279.5,0.67
0,Female,1,1,0,72,1,Fiber optic,1,1,Two year,Bank transfer (automatic),114.85,8317.95,3.828333333333333
0,Male,0,1,1,50,1,DSL,1,1,One year,Electronic check,69.65,3442.15,2.3216666666666668
1,Male,0,0,1,4,1,DSL,0,0,Month-to-month,Electronic check,49.35,219.65,1.645
0,Female,0,0,0,3,1,No,False,0,Month-to-month,Mailed check,20.0,61.7,0.6666666666666666
1,Male,1,1,1,8,1,Fiber optic,0,1,Month-to-month,Credit card (automatic),80.45,583.45,2.6816666666666666
1,Female,1,1,0,13,1,Fiber optic,0,0,Month-to-month,Electronic check,70.15,916.75,2.3383333333333334
0,Male,0,1,1,55,1,No,False,0,Two year,Mailed check,20.5,1177.95,0.6833333333333333
0,Female,0,1,0,71,1,DSL,1,1,Two year,Electronic check,90.1,6310.9,3.003333333333333
0,Female,0,0,0,37,1,Fiber optic,0,0,One year,Electronic check,80.05,3019.1,2.6683333333333334
1,Male,1,1,1,41,1,Fiber optic,1,1,One year,Electronic check,111.95,4534.9,3.731666666666667
0,Female,0,1,1,55,1,DSL,1,1,Two year,Bank transfer (automatic),85.1,4657.95,2.8366666666666664
0,Female,0,1,1,61,0,DSL,1,0,One year,Bank transfer (automatic),50.7,3088.75,1.6900000000000002
0,Male,0,1,1,44,1,DSL,1,0,Month-to-month,Mailed check,61.9,2924.05,2.0633333333333335
1,Male,0,1,0,59,1,Fiber optic,0,1,One year,Electronic check,110.15,6448.05,3.671666666666667
1,Female,1,0,0,10,0,DSL,0,0,Month-to-month,Electronic check,34.7,329.8,1.1566666666666667
0,Male,0,0,1,2,1,No,False,0,Month-to-month,Mailed check,20.4,42.9,0.6799999999999999
0,Female,0,1,1,56,1,No,False,0,Two year,Credit card (automatic),19.8,1119.9,0.66
0,Male,0,1,0,72,1,Fiber optic,1,1,Two year,Electronic check,108.4,7719.5,3.6133333333333337
0,Female,0,0,0,3,1,DSL,0,1,Month-to-month,Electronic check,57.55,161.45,1.9183333333333332
0,Male,1,0,0,1,1,Fiber optic,1,0,Month-to-month,Electronic check,74.7,74.7,2.49
0,Male,1,1,0,44,1,No,False,0,Two year,Credit card (automatic),19.35,847.25,645
0,Male,0,0,0,10,1,No,False,0,Month-to-month,Credit card (automatic),19.75,208.25,0.6583333333333333
0,Male,0,0,0,72,1,No,False,0,Two year,Bank transfer (automatic),19.85,1434.1,0.6616666666666667
0,Male,0,0,0,66,1,DSL,0,0,One year,Mailed check,54.8,3465.7,1.8266666666666667
1,Male,0,1,0,24,1,Fiber optic,0,1,Month-to-month,Electronic check,101.05,2391.8,3.368333333333333
0,Male,0,0,0,18,1,Fiber optic,0,1,One year,Credit card (automatic),89.6,1633.0,2.9866666666666664
1,Male,0,0,0,22,1,DSL,0,0,Month-to-month,Electronic check,54.45,1127.35,1.8150000000000002
0,Female,0,1,0,64,1,Fiber optic,0,1,Two year,Credit card (automatic),94.6,5948.7,3.1533333333333333
0,Female,0,1,1,22,0,DSL,0,1,Month-to-month,Electronic check,39.2,849.9,1.3066666666666669
0,Male,1,1,0,38,1,Fiber optic,0,1,Month-to-month,Electronic check,102.6,4009.2,3.42
0,Male,0,0,0,5,1,No,False,0,Month-to-month,Mailed check,20.25,109.8,675
1,Female,1,0,0,6,1,Fiber optic,0,1,Month-to-month,Electronic check,98.25,560.6,3.275
1,Male,0,0,0,1,1,Fiber optic,0,0,Month-to-month,Electronic check,70.3,70.3,2.3433333333333333
0,Male,0,1,0,18,1,DSL,0,0,Month-to-month,Credit card (automatic),56.8,1074.65,1.8933333333333333
0,Female,0,0,0,11,1,DSL,1,0,One year,Bank transfer (automatic),53.8,651.55,1.7933333333333332
0,Male,1,0,0,67,1,DSL,1,0,Two year,Bank transfer (automatic),64.55,4250.1,2.1516666666666664
0,Male,1,0,0,67,1,Fiber optic,0,1,Month-to-month,Credit card (automatic),101.4,6841.05,3.3800000000000003
0,Female,1,1,0,72,1,No,False,0,Two year,Credit card (automatic),25.7,1937.4,0.8566666666666667
0,Female,0,0,0,47,1,Fiber optic,0,0,Month-to-month,Credit card (automatic),75.45,3545.1,2.515
0,Female,1,0,0,54,1,DSL,1,1,One year,Mailed check,72.1,3886.05,2.4033333333333333
1,Female,1,1,0,12,1,Fiber optic,0,1,Month-to-month,Electronic check,98.1,1060.2,3.27
0,Female,0,0,0,31,1,Fiber optic,0,0,Month-to-month,Credit card (automatic),84.75,2613.4,2.825
0,Female,0,0,0,11,1,DSL,0,0,Month-to-month,Bank transfer (automatic),64.05,733.95,2.135
1,Female,1,0,0,40,0,DSL,0,1,Month-to-month,Electronic check,55.8,2109.35,1.8599999999999999
0,Male,1,1,1,11,1,Fiber optic,0,0,Month-to-month,Credit card (automatic),75.2,775.3,2.506666666666667
1,Male,0,0,0,5,1,Fiber optic,0,1,Month-to-month,Electronic check,92.5,452.7,3.0833333333333335
0,Male,0,0,0,1,1,No,False,0,Month-to-month,Mailed check,19.75,19.75,0.6583333333333333
0,Female,0,1,1,20,1,No,False,0,One year,Bank transfer (automatic),19.7,395.6,0.6566666666666666
0,Male,0,1,1,8,1,No,False,0,Month-to-month,Credit card (automatic),19.65,169.75,0.6549999999999999
0,Male,0,0,0,1,1,Fiber optic,1,0,Month-to-month,Mailed check,74.3,74.3,2.4766666666666666
0,Female,1,0,0,72,1,Fiber optic,1,1,Two year,Electronic check,111.65,7943.45,3.7216666666666667
1,Male,0,1,0,6,1,Fiber optic,0,0,Month-to-month,Electronic check,91.0,531.0,3.033333333333333
1,Male,1,1,0,40,1,Fiber optic,0,1,Month-to-month,Electronic check,101.85,4086.3,3.395
0,Female,0,1,0,23,1,DSL,1,1,Month-to-month,Credit card (automatic),73.65,1642.75,2.455
0,Male,0,0,0,30,1,Fiber optic,1,0,Month-to-month,Credit card (automatic),95.0,2852.4,3.1666666666666665
0,Female,0,0,0,29,1,Fiber optic,0,0,Month-to-month,Credit card (automatic),76.0,2215.25,2.533333333333333
0,Male,0,1,0,59,0,DSL,0,1,Month-to-month,Electronic check,44.3,2666.75,1.4766666666666666
1,Male,1,1,0,41,1,Fiber optic,0,0,Month-to-month,Bank transfer (automatic),83.75,3273.55,2.7916666666666665
0,Female,1,1,0,58,1,Fiber optic,0,1,One year,Bank transfer (automatic),97.8,5458.8,3.26
0,Female,0,1,0,1,1,No,False,0,Month-to-month,Mailed check,20.65,20.65,0.6883333333333332
0,Male,0,1,1,4,1,DSL,0,0,Month-to-month,Electronic check,44.8,169.65,1.4933333333333332
0,Female,0,0,1,61,1,No,False,0,Two year,Credit card (automatic),25.0,1498.35,0.8333333333333334
1,Male,0,0,0,10,1,Fiber optic,0,0,Month-to-month,Electronic check,70.0,740.0,2.3333333333333335
0,Female,0,0,0,39,1,DSL,0,0,One year,Electronic check,47.85,1886.4,1.595
1,Female,0,1,1,31,1,No,False,0,Month-to-month,Mailed check,19.55,658.95,0.6516666666666667
1,Female,0,1,0,2,0,DSL,0,0,Month-to-month,Electronic check,35.1,68.75,1.1700000000000002
0,Male,0,1,0,31,1,DSL,1,1,One year,Mailed check,79.3,2484.0,2.643333333333333
1,Male,0,0,0,4,0,DSL,0,1,Month-to-month,Electronic check,44.55,174.3,1.4849999999999999
0,Female,0,0,0,33,1,Fiber optic,0,0,Month-to-month,Electronic check,90.65,2989.6,3.021666666666667
0,Female,0,0,1,4,1,No,False,0,One year,Mailed check,20.4,84.75,0.6799999999999999
0,Female,0,1,1,32,1,DSL,1,0,Two year,Mailed check,73.6,2316.85,2.453333333333333
0,Female,1,1,0,72,1,Fiber optic,1,1,Two year,Credit card (automatic),110.8,7882.25,3.6933333333333334
0,Male,0,0,0,11,1,Fiber optic,0,0,Month-to-month,Electronic check,70.2,760.05,2.3400000000000003
0,Male,1,1,0,23,1,Fiber optic,0,0,Month-to-month,Electronic check,86.8,1975.85,2.893333333333333
1,Female,0,0,0,6,1,Fiber optic,1,0,Month-to-month,Bank transfer (automatic),98.15,567.45,3.271666666666667
1,Female,1,1,0,1,1,Fiber optic,0,0,Month-to-month,Electronic check,69.55,69.55,2.3183333333333334
0,Male,0,0,0,15,1,Fiber optic,1,0,Month-to-month,Electronic check,95.7,1451.1,3.19
0,Male,0,0,1,47,1,No,False,0,One year,Credit card (automatic),20.55,1013.05,685
0,Male,0,1,0,72,1,No,False,0,Two year,Credit card (automatic),25.75,1864.2,0.8583333333333333
0,Female,0,1,1,35,1,No,False,0,Two year,Bank transfer (automatic),24.3,821.6,0.81
0,Male,0,1,1,50,1,DSL,0,0,One year,Bank transfer (automatic),54.9,2614.1,1.8299999999999998
1,Male,0,0,0,1,1,Fiber optic,0,1,Month-to-month,Electronic check,79.5,79.5,2.65
1,Female,1,0,0,2,1,Fiber optic,0,0,Month-to-month,Mailed check,75.45,158.4,2.515
0,Female,0,1,1,41,1,DSL,1,1,Two year,Electronic check,78.45,3126.45,2.615
0,Male,1,0,0,33,0,DSL,1,1,Month-to-month,Electronic check,54.6,1803.7,1.82
1,Male,0,0,1,38,1,Fiber optic,0,1,Month-to-month,Bank transfer (automatic),99.25,3777.15,3.308333333333333
0,Male,1,1,0,60,1,Fiber optic,0,1,One year,Electronic check,104.35,6339.45,3.478333333333333
0,Male,0,1,1,25,1,DSL,1,0,One year,Mailed check,55.1,1466.1,1.8366666666666667
0,Female,0,1,1,0,1,No,False,0,Two year,Mailed check,20.0,0.0,0.6666666666666666
0,Male,0,1,0,70,1,Fiber optic,1,0,Two year,Credit card (automatic),101.0,7085.5,3.3666666666666667
0,Male,0,1,0,60,1,Fiber optic,1,1,Month-to-month,Bank transfer (automatic),109.45,6572.85,3.6483333333333334
0,Female,1,1,0,34,1,DSL,1,1,One year,Bank transfer (automatic),64.2,2106.3,2.14
0,Female,0,1,0,27,1,Fiber optic,0,0,Month-to-month,Electronic check,76.1,2093.4,2.5366666666666666
0,Female,0,0,0,60,1,No,False,0,Two year,Mailed check,20.6,1093.0,0.6866666666666668
1,Male,1,1,0,17,1,Fiber optic,0,0,Month-to-month,Electronic check,76.45,1233.4,2.5483333333333333
1,Female,0,1,0,71,1,Fiber optic,0,1,Two year,Bank transfer (automatic),93.7,6585.35,3.1233333333333335
0,Male,0,1,1,56,1,Fiber optic,1,1,Two year,Electronic check,103.2,5873.75,3.44
1,Male,0,1,0,61,1,Fiber optic,1,1,Two year,Electronic check,94.1,5638.3,3.1366666666666663
0,Male,0,1,1,15,0,DSL,0,0,Month-to-month,Bank transfer (automatic),30.2,469.65,1.0066666666666666
0,Female,0,1,0,70,0,DSL,1,1,Two year,Bank transfer (automatic),64.55,4504.9,2.1516666666666664
0,Female,0,0,1,1,0,DSL,0,0,Month-to-month,Mailed check,24.7,24.7,0.8233333333333334
0,Male,0,1,1,42,1,DSL,1,0,One year,Credit card (automatic),63.7,2763.35,2.1233333333333335
0,Female,0,0,0,1,1,No,False,0,Month-to-month,Credit card (automatic),19.95,19.95,0.6649999999999999
0,Female,1,0,0,2,1,Fiber optic,0,0,Month-to-month,Electronic check,84.05,186.05,2.8016666666666667
0,Male,0,1,0,72,1,No,False,0,Two year,Bank transfer (automatic),20.7,1492.1,0.69
0,Male,0,1,0,52,1,DSL,0,1,One year,Mailed check,75.4,3865.45,2.5133333333333336
0,Female,0,1,1,57,1,DSL,0,0,One year,Electronic check,53.45,3053.0,1.7816666666666667
0,Male,0,0,0,7,1,No,False,0,One year,Mailed check,19.5,128.6,0.65
0,Male,1,1,0,7,1,Fiber optic,0,0,Month-to-month,Electronic check,75.4,533.05,2.5133333333333336
0,Male,0,0,0,47,1,Fiber optic,0,1,One year,Bank transfer (automatic),94.8,4535.85,3.1599999999999997
0,Female,0,0,0,65,1,Fiber optic,1,1,One year,Bank transfer (automatic),105.05,6744.25,3.5016666666666665
0,Female,0,1,1,72,1,No,False,0,One year,Bank transfer (automatic),23.3,1623.15,0.7766666666666667
0,Male,0,0,0,68,1,No,False,0,Two year,Bank transfer (automatic),24.15,1498.85,0.8049999999999999
1,Male,0,0,0,1,1,No,False,0,Month-to-month,Mailed check,24.05,24.05,0.8016666666666666
1,Male,0,0,0,4,1,Fiber optic,0,0,Month-to-month,Electronic check,70.2,237.95,2.3400000000000003
1,Female,0,1,0,37,1,Fiber optic,0,1,Month-to-month,Electronic check,99.5,3762.0,3.316666666666667
0,Female,0,0,0,72,1,No,False,0,Two year,Bank transfer (automatic),21.15,1419.4,705
0,Male,1,1,0,48,1,Fiber optic,0,0,Month-to-month,Credit card (automatic),91.05,4370.75,3.0349999999999997
0,Female,0,0,0,35,1,Fiber optic,1,1,One year,Electronic check,99.25,3532.0,3.308333333333333
1,Female,0,1,1,7,1,Fiber optic,0,0,Month-to-month,Electronic check,69.0,506.9,2.3
0,Female,0,0,0,1,1,No,False,0,Month-to-month,Credit card (automatic),19.55,19.55,0.6516666666666667
0,Male,0,1,1,35,1,DSL,1,1,One year,Bank transfer (automatic),73.45,2661.1,2.4483333333333333
0,Male,0,0,0,44,1,Fiber optic,1,1,Two year,Bank transfer (automatic),100.1,4378.35,3.3366666666666664
0,Female,0,1,0,37,0,DSL,1,1,Two year,Electronic check,45.4,1593.1,1.5133333333333332
0,Female,0,1,1,65,1,DSL,0,0,One year,Bank transfer (automatic),61.35,3874.1,2.045
0,Female,0,1,1,59,1,DSL,1,0,One year,Mailed check,65.5,3801.3,2.183333333333333
0,Female,0,0,0,22,0,DSL,0,1,Month-to-month,Electronic check,50.6,1073.3,1.6866666666666668
0,Male,0,0,1,1,1,DSL,1,0,Month-to-month,Bank transfer (automatic),70.45,70.45,2.3483333333333336
0,Male,0,1,0,54,0,DSL,0,0,Month-to-month,Electronic check,30.4,1621.35,1.0133333333333332
0,Male,0,0,0,44,1,Fiber optic,0,1,Month-to-month,Electronic check,111.5,4915.15,3.716666666666667
0,Female,0,1,1,6,1,No,False,0,Two year,Mailed check,20.1,100.35,0.67
0,Female,0,0,0,50,1,No,False,0,One year,Bank transfer (automatic),19.75,989.05,0.6583333333333333
0,Male,0,0,0,13,1,No,False,0,One year,Credit card (automatic),19.3,259.65,0.6433333333333333
1,Male,0,0,0,3,0,DSL,0,0,Month-to-month,Electronic check,24.75,66.95,825
0,Female,0,0,0,1,1,No,False,0,Month-to-month,Mailed check,20.35,20.35,0.6783333333333333
0,Male,0,0,1,27,1,No,False,0,Two year,Credit card (automatic),19.7,509.3,0.6566666666666666
0,Male,0,1,1,71,1,Fiber optic,1,1,Two year,Credit card (automatic),109.3,7782.85,3.643333333333333
0,Male,0,1,0,14,1,DSL,0,0,One year,Electronic check,44.6,641.25,1.4866666666666668
0,Male,1,0,0,39,1,Fiber optic,0,1,Month-to-month,Bank transfer (automatic),95.65,3759.05,3.1883333333333335
0,Male,0,0,0,31,1,Fiber optic,0,1,Month-to-month,Electronic check,101.4,3143.65,3.3800000000000003
0,Female,0,1,0,20,1,Fiber optic,1,1,Month-to-month,Electronic check,96.55,1901.65,3.2183333333333333
0,Female,0,0,0,12,1,DSL,0,0,Month-to-month,Bank transfer (automatic),43.8,540.95,1.46
0,Male,0,0,1,40,0,DSL,1,0,One year,Mailed check,40.25,1564.05,1.3416666666666666
1,Male,0,0,0,6,0,DSL,0,0,Month-to-month,Credit card (automatic),30.5,208.7,1.0166666666666666
0,Male,0,1,1,72,1,No,False,0,Two year,Credit card (automatic),19.8,1414.65,0.66
0,Male,0,0,0,1,1,DSL,1,0,Month-to-month,Credit card (automatic),49.0,49.0,1.6333333333333333
1,Female,0,0,0,4,1,Fiber optic,0,0,Month-to-month,Credit card (automatic),70.05,266.9,2.335
1,Female,0,0,0,1,1,Fiber optic,0,0,Month-to-month,Electronic check,77.15,77.15,2.5716666666666668
0,Male,0,1,0,64,1,DSL,1,1,Two year,Bank transfer (automatic),76.1,4818.8,2.5366666666666666
1,Female,0,0,0,12,1,Fiber optic,0,1,Month-to-month,Bank transfer (automatic),100.15,1164.3,3.3383333333333334
